,seller_id,p_id
17521,UEB6CZ68UN9M8FZF1XCLJAAQO2Z7GN,B004BISQ80
17522,1XHBFYKLWMM7IOOC6RTPYG60DDGPJQ,B08DQPRVJW
17523,QGFTEFC235P9KMDN0NMSQ7IJ1UIVX9,B073ZD7M63
17524,VSEQ30C3ZXSB38ZPVQH585PN9YBV8A,B07BL5DFGM
17525,UDOS0O0ZD8URRFHSN2CCOJEAS3SB80,B00B2FRVM2
17526,3TYG8U3EWV4SX4Y0GQ1JDXBW9CHU42,B001QPT0MW
17527,4XNIYDUI2GZZBVKB2396U67ZX8S6FT,B07C1YQTGN
17528,AMAZON0000000000000000001,B00J2SMO9G
17529,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00J2SMO9G
17530,KHV0E4EIOGUZGPDAY39FLAAFPBJXVS,B01C5G5ITY
17531,GMOESN083TQM05MR3JW0EBCZME3A1O,B009XXSU1G
17532,O9AOM5KRHWUC4G0R7Y84ZIG2UA0HL9,B00L3LNS9A
17533,QOCNN1F0OHDT9YK2S1GIDESKM79CSQ,B0773WGF3M
17534,ZNSGI0PWDMMRGVJNLCPS9WFLRQSK5Z,B01LFQY986
17535,KPBIFF9SA66O8YR6WPTEH28MZ7LUID,B07GX59VDW
17536,WV7P1S2Y7SL2O1KT8RU9BDY3EZJMDM,B0B1N2MMML
17537,V5SMS9DPL4Q15DSJW81MYMM4AZZG53,B07ZH2J8TM
17538,BYI3SYBOEUKT3LIQF795DZQMY03XEJ,B003GU0YQ6
17539,OTNG7J4E47XMZRZ0DNYSH2CA6AOFM4,B00KO1K38E
17540,4L1V6GXUGL4F2YPIZB1RY1N1UGFRKK,B08G1G8T73
17541,IQSP0WUSM6CZ01CK4JKX3UVQVTQVUQ,B000217KFK
17542,G8KI2UZW6EWOVWN3JJ3Q8XH9AXAT1R,B00R3ZC8M8
17543,8QK127MM6YTCWDKUOT0ML2TLK7F8F0,B07MZRZCXG
17544,8UQXW0S1GWCLM1ROT9814AXQETW2WB,B007RZNR60
17545,04NGA47KS6N5GOBO9DMZ72G6JWYY07,B01M0AJKFN
17546,8VN7NUKZ9QQT9XL9FHBRRUF8D4I32W,B01BTC5RFU
17547,H3G6W0CF8E7LND2F01QO4IX76PTAM1,B07GNSKBTK
17548,AMAZON0000000000000000001,B000CES2F4
17549,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B000CES2F4
17550,UG3JXA2CIVTJ4T569NI3SLQL8SWJ1T,B006WHOYBQ
17551,WJ6Y54BLTBO4RV0YTUBDCV0ORCR0MV,B095P6CVXZ
17552,PT8BR68LF80E8E0A52YZNO1OWGPLLR,B07QV67KBC
17553,NNR80SCU5IGB4T8W4BVJ013PHF5CJC,B01IC4JJQQ
17554,CZW9EO4AO3HULL8IYKCBZ6H07K35BJ,B00BCP5WI2
17555,5A7DTFDLMQQLYY7I0SLQISIX3LN3QL,B00MEQP1S4
17556,BXFP3BMZ9EKVJM2VHTXHQ5KXIYYYL5,B00NLKAQFA
17557,QSUQZRDXI6BU90YFSC11TY24FGVAKE,B07VNSNBMG
17558,RM3QEHYYL6PSTWCZEOIA8K5ZJCFGL8,B09SLFJQ9V
17559,CGWPOVECF59S66TQ2YB6RM4R2Q8N86,B00IRRO0JA
17560,4G2YMGHKNLSQE7VU1LFLLKAVSCFCIW,B0816SNXQQ
17561,ZEGODSXE4388G2K3J4RFNO8VAZ28X9,B000H7MKQS
17562,AMAZON0000000000000000001,B015S20TAA
17563,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B015S20TAA
17564,E9Q2ABAPH62TYOSM3IS4KDHJCU421J,B07T6G5Q5H
17565,ALRKD4CHXU677Q26ZPWP9KMRTVWXL3,B0952LNK5N
17566,9XEGMFXE6V932T4GHJGL8KY6FX3X78,B07SYPP8G6
17567,AMAZON0000000000000000001,B07JZFPV87
17568,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B07JZFPV87
17569,QP3QT5IED67P7EDHH9RR23CD9KTU14,B08465SQKY
17570,1ZXZSCXS037QQTTB5YA741KAJHFKYA,B015WVW8EW
17571,F4P2WSXEWNCRIUTA3KINCK5O9QLWA4,B0916TP664
17572,9UJFT97R3IXFDY00J59A7NF4CE102R,B0788QNPSG
17573,L8D6XRT2N697DEIY6UQ2H4JMM8R9Z0,B0722155JC
17574,IH1MN1E386SXF7XB6SG7CTEO7CSNK0,B07NDXG1KL
17575,P4ZNKP1M8LUKP7DHNEHG8U6XJZEV3N,B091M3W36Z
17576,60I0W5B8AD2CKWFMJGATR1M9AS6PZC,B07JHGWM2B
17577,SU2LL06RS34ETLTLMG9DJHGV73LH37,B07492XL1W
17578,FPNIX1CTR8FWLX4XVLHD7D38S6YWLK,B08928D94C
17579,S5CL4YYVL4MKPRLF56ZQA263SA3ZDD,B072SS6M9D
17580,JR25LCYS5BSYGAW9SEHIDPYGSFGRKC,B01N7GL12O
17581,1XHBFYKLWMM7IOOC6RTPYG60DDGPJQ,B077W5MTL2
17582,VZPTRP373FILKJGODV2FNETR8XOIPU,B01CAVA43O
17583,16SHLCDP3ZYEOFVD8XCOBSKQV4HI4Q,B08JPR6V21
17584,AMAZON0000000000000000001,B01GJQBW6O
17585,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01GJQBW6O
17586,S046Q3NIS2FS2A351BA5Z6ZZF3524J,B07RZ4FGNB
17587,H0XDBY8GZ7FJB1NZ1H1ER9EZCKW7AQ,B07G3M5CRN
17588,D1LZBF0WGQZMYO4J1VE0QXTKEM7KFN,B004HQEXVK
17589,B2DTPHQSMS64MO10ID9TA1GRNDL96M,B078X2RD3K
17590,R8S896UADAQOVOPYDEIUCA2BHGC20H,B07QCLGJGY
17591,XPPUDJBWEPFPOU10DT637DXMZL9AP4,B06WWFX1ND
17592,46NA54CL71T3FU51GZUTM4M1ET3M1H,B00KETI37O
17593,CK4KX0XINHID6YERQFU3P5HVJOL2SZ,B088TDBC1T
17594,6XVJG76D8CW7PFJZOJYD39JK9B7IAA,B07VJX2RYK
17595,DNQ9GRLNFL7V8WV9EYLSZHFA5VL9DS,B07Z7PV863
17596,AMAZON0000000000000000001,B01N25S7F5
17597,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01N25S7F5
17598,4FU632AYRYKMG20LG7LGOS0SN2ZDKO,B08QHYYW82
17599,5XRIU29RIJ72ZEXYBBKNLV0EBLVXJW,B083ZRL76Y
17600,D0ZAZ7HDK7QMBBOBUJLUSL6OWP8AS3,B003QTR4Q0
17601,IWY8GS8IV4THV08EEWYN2CWVSJGBGT,B01M1EC4WS
17602,31FUN9M3106C1GCMWF6HDBXPIHY88N,B01LYWACJ6
17603,CW1MYDL4X3GAHWHY8WCA9Q2OOO0T4R,B07VHHC8GX
17604,2X58HH5VSQ333R25B6GNMFB31H8DDM,B01IAFD148
17605,1YEMMH3WICL0DVH2545PAOW6KFYXQB,B086665DP7
17606,XFAD81358S3FNYOZ27WP3J2B27OM93,B004GSX0ZY
17607,9BYWDB926DH9DLYROJJ4BZR8XGBCL5,B07T5KK8KY
17608,NKCKOYYFM0OF4U5QKV9E6OO3E7ONGT,B09321HSCC
17609,BB9D7W66TZDFHH6C9T28AIWZYK2PVE,B08P2H6R53
17610,AMAZON0000000000000000001,B07FCHPSWC
17611,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B07FCHPSWC
17612,4PFWCDF5I83K9QIU5PF1VRLH6THVUP,B01GQVU2NG
17613,KI33VOSA09GUUD3LRZ81PM9D6G24LL,B087F56KYR
17614,SYV2BVB0JQDR3AS3LVWOT8D8OSA8IL,B00EOT94QO
17615,AMAZON0000000000000000001,B06X8Z4SY5
17616,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B06X8Z4SY5
17617,3ER5H02Y6AQ9EU9Z6V7SYLNM6FKX2I,B00H86IW1S
17618,CWKTCR7IDN2J9QAHM8LSCCL68I73K8,B07M8YYP8D
17619,P39S0DGFNPLV7SWUSMCEBKFACOKI02,B07R7H6724
17620,601FSPK23LDLY70DN4VZDNKX1KBL3D,B01IAE2CC6
17621,M0CV5A7OCR8XOFIVXBN4A3VUTF6THQ,B08DP46DFM
17622,MGG14E5YSKYFDYUI0FMGZ2ZZM48VMY,B07VN2W7PX
17623,EEQPF96I0W5VYO4SKPEXW10IHEZHDV,B01GYW9LVQ
17624,B2DTPHQSMS64MO10ID9TA1GRNDL96M,B00YAWCJZI
17625,Z4C23SHJC6DSP8X5MFKVU66KT443LP,B091834S9J
17626,BQ4X7ISS2NEUIX7PO5XF4C74IAIDP7,B06XY5Z3H4
17627,2GUWHKJ6MITDGCJDH5CPSXEG86AE0W,B00355CH30
17628,88LMDH0QOTF61SEG33XT4JSKXWKJA4,B00AKKC7KG
17629,EF7BAT0WAJFSZDWJYDERKE4NTT7C45,B08JGKF3GK
17630,DKED1WYD6NCKVAS12R0A54EFYDTLKT,B08X8NN9DC
17631,AMAZON0000000000000000001,B01DLLBHK6
17632,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01DLLBHK6
17633,FYEPDOL60E72KQCSCNTYVR9VNKUUT2,B08F525PTK
17634,E8AFBONKBZME5H13XE43T0STT2BTXU,B08KWLPVSN
17635,AMAZON0000000000000000001,B00OK6Y9RK
17636,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00OK6Y9RK
17637,PINXJ85GY9A7VRNVBW4T7WDXDNZQOC,B085VVNCR9
17638,TI6W972B9QT6SKGEANQ1K4XHP2IZ01,B08SQG7VRV
17639,ZNDFEP7KK1UTASZ40ODRDSL0TVQ1XQ,B08PYJK8T1
17640,B92BK0ZBO46TH9E6Z8Y9HNWGMNEB3V,B00TQ06K4U
17641,AMAZON0000000000000000001,B00U3CMZXA
17642,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00U3CMZXA
17643,HIU87SL87GZBBCYR32MLZC57Q4VL5M,B00VWYGUSO
17644,O18MOU26F0OYUSGYNV4KL3HOI8RP7B,B0823MPF7Z
17645,IUFGENQZYX40U1DRNIP9EROA95HZW3,B01NBRADGL
17646,4XUP3CUR245BZ344YMMC07H3LW7PUD,B00V682OCW
17647,I0DL6C6CSTZ71V44MOWOJ9Z3AM52BA,B00JJS94HO
17648,AMAZON0000000000000000001,B000NDOKWS
17649,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B000NDOKWS
17650,K6070DSH09IE562GKO4QE3S69M7XZQ,B00WIVO122
17651,XOVWYSAS6K2ET7BF8SSLP3CX9RYM8O,B015T4W2S4
17652,Z4UNQFYMDV9WKRUI0GP4VDUCE7OLEO,B004UBKYDI
17653,6U69EVSP0BXY44W88NYD5R881FTP0M,B0716WCBT1
17654,NHMQ2NQTYXTX6RUL51DBMDCIJGNKKF,B003BMNHEU
17655,XTDYAZ8D5ZECVDIUZDML36HX9X3AW5,B09SH2GP8P
17656,HROP6M3AV7ANUTRKVQSZZD8A0Q4YYX,B08B3WVMGY
17657,QTFKLTU5C9O0MMWGFNOOK35V1R02NO,B07TNPSM39
17658,S0VOAWD3VZEKDGQCHGBMD7KFZ3PJ1A,B08V213KPX
17659,2R59HJU2UF04KPTOXFIN1E26MCU9O8,B08QCZVPQ6
17660,IUROX7Q9KCPUCHC5F59KZYAYF5RTQZ,B07CV9J1QH
17661,K8NRNFDMRVDDJEMGIR3VJC3KYLKQU2,B071YNYBWT
17662,XZ7YFATG9OE109S33A4ARV725PXDK4,B01N1G4N6J
17663,BWTDG093FR1RTPWSXHTE75RS5141KO,B08BY1Y6HR
17664,N0OW2ZL29XG7R7ATG3XGF6BDFUQ07N,B08LSVPW45
17665,AGH4T26WZ679AXL6WDICRNCY0SH26I,B07DN5MM48
17666,X8BFLJBHVA4I7ACH88LRRELBKZGQAO,B08YN6DHYK
17667,2OD4YR80QO3D77ROGT1QF5C4KD5IGE,B01IJAJI9G
17668,AMAZON0000000000000000001,B07P5XF39D
17669,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B07P5XF39D
17670,EAVFTLDNTKB768LYDSBFZ2240CQQNJ,B07J2FKMDD
17671,5A7LSKHVL2JUZTMSBASQ8LCNJCP7TR,B07HMS6FCT
17672,AMAZON0000000000000000001,B01JMCEYZI
17673,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01JMCEYZI
17674,SG4YAU7FP3IIM6PDXY0LEQABJJU9GT,B07MTG74ZR
17675,5MS95OQVZZ15TB0URT9HMTXF384IFJ,B01LBUSDK6
17676,55SPS6TDSOFW1ANJZ9DJ3BKXZEBOYY,B001U788HO
17677,6CWYT869A7CXU53Z1OPX938T5Y2HFF,B00099ZAGG
17678,8Q937XWN4YPQ0J2OBBZNPD9RX3UPGY,B00007GD5N
17679,Z00KSO8OYMI2S4RF8PGB3EEZ60YZRW,B07TVSTHJH
17680,JW2AAVOGEC54DRM9JV4YJH3U940FNC,B0087EYGZG
17681,C76AM7WEQ10HUDOX0VAUXIX9RSJBRA,B07TH1FC61
17682,AMAZON0000000000000000001,B00TIYQ9ZE
17683,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00TIYQ9ZE
17684,2TZ9DTU3RK1NHTPDFEHY5JJEYALXOE,B08BXSLZ3K
17685,AMAZON0000000000000000001,B07MTVTFL7
17686,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B07MTVTFL7
17687,KDTZ9RA7AQOPXAZSRGBMPR73IXPPFL,B077JJ36G1
17688,AANRW4TDI42S3N05DUD83V9O10P10J,B01N3LRPCY
17689,AMAZON0000000000000000001,B01FQMPCHW
17690,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01FQMPCHW
17691,0LH8U6DH7XXFEOAQBPF0NV0D4WNYDA,B07L91QN3V
17692,G1R9OKTDPLC0GXZX6BD7F4IS7TXWEJ,B00M9ROBWU
17693,YJWBGNXHQ4OI72Y34NOX9RXXECXD3A,B00F58O9KE
17694,CA1XS5XNUCOBVKWBAEPU12MXFJ8BTC,B0195IAPXO
17695,AMAZON0000000000000000001,B0058KYR9C
17696,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B0058KYR9C
17697,O6HFN4N01ZJG1WUP48GHXEGM830PF9,B01EWOV6FM
17698,HR0EIR691Y8DNWORRBQ7U7S7ZWQ96G,B07VML23WK
17699,IMUD4AHE2UW99WWNDRNXZQBDSK02RK,B01JKHCHSG
17700,BOSORXGMSZHERI3D4NE9Z3JCDYLK24,B0186HSCYO
17701,YU94LCJ2LD103APZ7K66CUPLQJMCIG,B07T8NL5L8
17702,KPR09FIPWPT0HAZWE9KQ2PMTNHS7R3,B08L3V72WM
17703,513M4LKI53M8GPGF83ORTWEK2ACC50,B07ZCP3LHB
17704,QPBTLI9TBSQHAEHWRO71D1QNH0MY6V,B0824R6LHT
17705,9GZAEO5WBDL9PLE5S3LV26OBXMUDXA,B07FB52GSV
17706,AV2YE84VQR93TKIVGHE71OPL20ENZT,B01IAEXTYG
17707,4I4BZAX0ZZTG5MHOVVYLI6JPFOM533,B08XK4GJ9T
17708,9ULY0UBUVV4SWGY4573VTHJ7E66GEC,B071LHKX2S
17709,F060YIX131DDCAOYHCAEAHCE5SS5IC,B07F5S1W6N
17710,BDIOFZO3FWYF77L6WEUXYTY3NOTDI3,B013FN3X5C
17711,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01DNF1H8W
17712,AMAZON0000000000000000001,B01HBARSRE
17713,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01HBARSRE
17714,CL51A3268QIP4K0LK1SZ8HGA3H7N47,B0733YPQLZ
17715,BVWGFMOI9UVJ39PR51PDGVQUN3UCBF,B07X4KWMNL
17716,ADQX3OH0TPL4E62OOA9PWBRUKIAI03,B088WKFC8R
17717,WKUTOLGYLVXBHXX7VP5D73OG8D3XW0,B092CBVZ87
17718,WF39CLQ7KG4EJADOIWHU3466KT94VF,B084VL7164
17719,87FGL3K4YIL39L7BBBA72E3BJAHVMT,B0874K8883
17720,VIO9U0J02C6REIW4RAWJAUTKBAW23T,B07WBZPZVW
17721,AMAZON0000000000000000001,B017G69D2Q
17722,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B017G69D2Q
17723,AMAZON0000000000000000001,B00J5FWHB6
17724,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00J5FWHB6
17725,XFVZGKBML4QDXUKBJMDE3TGK3YSEOU,B01JDOGBS8
17726,XZBL3REKCRWUD18U2M06X7HP3RSRS9,B00ING1Q4M
17727,8XQFXZGLODZUUKDU2PKIIGJ1G1DJUQ,B07CVF9VYY
17728,NWEP7I1QN6XDGJWFPNH78DCRT2SIQS,B014HZ218M
17729,LHXCODSUGU9YQT95RGOELKID0Q7YR9,B00BKM01TC
17730,R9I4A7JHNWC1W28FMU6N62SOMGZ23N,B08Z3HVJNQ
17731,SRQKX6ZCDWZWK20BXGQ27OZ5RL134I,B08RXC9XHS
17732,KHF8TBY2OPF05U4UNP4QBTUKYMXSZT,B0BYK54BHP
17733,4OEGIG6D3M45RGCKK9G8ZMHC4DW8H4,B01CMIF890
17734,ILJUVDD5DUB8CCD9F2M1HXD6YP9VF4,B014AGJMYE
17735,Q0GI34JZ5E1WCE642SRQKXNA9EC4RX,B004RADO8E
17736,9UVASPJ8LFWXNU0APCXMPB0U41STLZ,B08MJVP12J
17737,AMAZON0000000000000000001,B07DRD4R2T
17738,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B07DRD4R2T
17739,5LKC3TCIZWLCVGM1BKWTACZ4OEZZKP,B01M2VN8TD
17740,ERX26CIJH5B3XUQ2VLB84MQEEHJG8L,B08BCK4KPS
17741,C64OIVWN20XIJHBT9CQU5FSAE5WFG0,B00BYMKI28
17742,IDC5ODL042GLHBNLBVC7UHEJBCO677,B07VV3JSY5
17743,CZBXDD9IRS87H6YMCTAN1BV0BNM178,B07ZTJFF16
17744,O7JAZZHX8GN56WNYODK16BTTRP39UW,B092V4R8JG
17745,U54E3JU5F33RHHOB7RLOLXFQ74T8HE,B088X58ZV3
17746,9MF0R90SMMTYH6QKIIE3T2MC0KR155,B01IAE1AHE
17747,AMAZON0000000000000000001,B0007PFQBG
17748,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B0007PFQBG
17749,DP2TE46CSFRFYRQKQSZBZC3MN71GUS,B08FLFNFGX
17750,AX2NTDLX3A0237C3HURQ758HQ14YC9,B093BDKLDW
17751,0ZZWD13ALFUGIMAVTPAE5SYSETIFE8,B000UJZIEY
17752,FO53K5WYOWLDCLSTWEGRERFXTBXUZD,B01ALFT2CK
17753,TKOLCKBY40XGXEJXMPHD9WM25H2RSG,B00PFM49E6
17754,AMAZON0000000000000000001,B01IICD13E
17755,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01IICD13E
17756,DZUUARRGU8V4PY55JQB4RM3ML9MV8I,B07VCFPB8W
17757,OTG6XZ04MHDLSETOPXDT9E78BVMEJ2,B08FY1JMGB
17758,AMAZON0000000000000000001,B01BR31RLO
17759,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01BR31RLO
17760,GKVC71EQMTK3W5F44GMWE6LJD759RG,B009SNB978
17761,ZGYXQ5SG0OIZ7I7WJSCU9CK3UCHJH1,B07PVS8DW8
17762,MKLT38TEMPE4BZM6AM054V8U0AVMNI,B00NWO069G
17763,HR0EIR691Y8DNWORRBQ7U7S7ZWQ96G,B07KVZ65XV
17764,11X8VW3WGLLB5TQVDM3ZR3QZSHGV0H,B00B5U6XQE
17765,E2WJN7U6CRFV12E5PO8DB5OMWK2PPH,B088M5XHDP
17766,8386J3KKA1H4JAZ3PSFIZALXEPQNLV,B071VYGNPP
17767,EM1D5YEA7ZUQPX26O8BMIQLCD4BSFJ,B00O2BBC3W
17768,QFXOAQOX0IPR5U4U4POY9YDCRG2UEH,B094D6KNN9
17769,W6B257KIGOI82JKEA6EH3MWEJ2ANWQ,B07VKRP3YY
17770,RHLNWK8BEBD2DZN9J6DJUXBZG6O95K,B089XX8C33
17771,086I1NCNHUURBH2V9KMS9LDCM52KPH,B07NKWR5B3
17772,C443RZ84M95IKBKTUJBBWD5Y3SBJWO,B07FSHL9WZ
17773,AMAZON0000000000000000001,1931292108
17774,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,1931292108
17775,DAGWFR7Z2QXXSRYIQJRECQYKL33E0M,B07S1BTNB3
17776,0BTX33FDVWO0CDRLA19WW9OMB79N5K,B08X4G6QG4
17777,PPX1R0LQ6QSPNQUNQ0X5VNX50P4MD9,B000W9M516
17778,K89WFACDONBSKKISWS3TB46GP11P7V,B06Y46CN2Q
17779,8MM358SVA62A3DZNKKEBG6HBX823WB,B07FCQRD32
17780,4H5KOFK3EE93Y8UNN0W1SKARLSMYBB,B08G46QQ9V
17781,CWZATP4IWL9DJJK3OANOK5WOPI0V4H,B08JJ1SJJX
17782,6FYM1BY5NDVQYDVAXGHCSXOCZQIPUG,B07R7MSS8S
17783,ECE61J5FMV9VLM309R8G6BC0LAE2CG,B085DP826T
17784,WU4AO470SJ0LKQ91NBLWAUB616URXB,B07F2ZXM1B
17785,AMAZON0000000000000000001,B017TYNBZA
17786,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B017TYNBZA
17787,YTYK05HZIZTM4EASBBJEENLR0JGA3Q,B071CK69W2
17788,I63ZV5MI0586WW01X164JFBVNLTDU0,B008QHDPV0
17789,975128KAIPTKTV72M7YTBFIY880VE9,B09HWCZNSJ
17790,AMAZON0000000000000000001,B01N9G5GR1
17791,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01N9G5GR1
17792,F9COH7JV9WB2TV02HAWSUUVPLI12QH,B08CDVH2XZ
17793,QIF62PP2EIVBHP5VTV35BLUE9LTFIN,B01BS5CCYC
17794,7KLNZTLJ8YNILB2G7ZVG2PN6LHBUA1,B07YX9RF88
17795,YFDCXRV129HDLAKVYJVZPXAJ0XSXN7,B00321QKZS
17796,TTL7U9IOAU6L4R3BGFT41E0SUF913N,B01AQHPGQE
17797,B4TTGM9F4XUZLRML0E0EQOZ3O9OLK6,B08B13HL2Q
17798,JY8DH378XWO3HSHGC39GVKG240G8FH,B083183ND9
17799,BEO3LFW32RSMHO7Z4H57Z45YZQ2Z9E,B01GW1BVGW
17800,JUD976RDP4XDAB35DMYWY7E24010LT,B0922SBNKZ
17801,0RR0OJSCSOT1RNW1ISPRMWQBTMZN7A,B08CK3QKN9
17802,2VS8HUU4ZKLIKA8G41UQ9ITDMW8893,B088ZT7RN7
17803,QY9X59Z8BHKTHD87A1OQSSLGUH0DZB,B06XXG3WHD
17804,ENNTWIYHIJNDYUGV4QWH4YWIBUFFOV,B0725WYLWV
17805,89C5KSITAPUQDRZM24IKI8K2LTLWTP,B0742GQ73D
17806,0LOH0153R90R5Y7X6MKWFQATN98218,B07J57C57S
17807,SY6QQ2SY4TE7YTAY38FX5X0YE41WVZ,B01I54J3JG
17808,P1AFSVERLAG865AFLZ425US5QPPNEY,B07PVGK338
17809,CHNZWKL0DEC14GNHQMNRETDGCCP0QU,B08QJ818ZJ
17810,1YCO4Y8I34NYVV66L4GTB8266DF8JU,B075R6DNF8
17811,D6BCOLZTFWNYQKDLG4Z9L9JC7DPEC3,B019C9ZNYW
17812,AMAZON0000000000000000001,B00M0W8G5C
17813,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00M0W8G5C
17814,WK12SY54FC7OTIGSQZAH7W2YE20FAB,B01EG8O4MG
17815,T5GHYM27LVQIE7ZZTM70MJLDF4LQ8Z,B07PHHLNKS
17816,TPT89LYFO8I76H4LKZINBFDASDIDD5,B082PVJR94
17817,K7G1IW1KN5VU1KGFH0UMVNGH65OX9C,B07K65NZ8N
17818,99CHXC0DMBFEH40AMDSTHT4PC3S9D0,B07P8N3FX9
17819,6T3KZWVYWL8OHAB4JV8DZ1AFT8W04A,B07DWR5PXW
17820,EZOH2A45HFRADIW3MK8UADCF3NT4N2,B01BI7UUGW
17821,AMAZON0000000000000000001,B01I693WC4
17822,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01I693WC4
17823,PU5OFXMO4AAHGGK65HYE97F6EAZ5WG,B012AJK1ZM
17824,A3854RJF6XAQETKK4DH3JE3LKZ248L,B00BPGQOXK
17825,I5XHL1GKR6Q8HY8LZRHCANPOU3FAVO,B079N6397X
17826,O9UG2E1T69WUC195ZSU4PWAL8KLOLI,B08P2GBVVD
17827,PJE5Q3XNRXEP64K046I6SEC9DWQ4Z6,B07P6H2GYD
17828,4RN80D2GS6UJOFTD9FS65YBOIU84O1,B01N4C0T2V
17829,JIGD4E2F4HEWDPJ2AYMAZWZNUBYB9V,B01BH43UHC
17830,ILTNK11K6EP5RG1OJNJ24U0P66YWQC,B095HKXXZJ
17831,QUWM1FWQBWI2UTECVUW52M9WCR0PVJ,B082NVX21T
17832,SW2JJ36QJO52G2JO4MS2BOBMPS249X,B0172LSRAY
17833,WYD9P97CQWMRLVQXTUKPZNTQXRVYO1,B01DIQBXRQ
17834,PWWO2KB965W16H2FGL49SBLHYYL25D,B08R3Z4YQV
17835,3OYKXGVFZLFV0GLUH7T81OQYXINOS3,B07DWGQRNS
17836,5Q4XW21OU4H1XC8Z5DFTK9N78WGJIG,B01GJS853A
17837,PPXVNIGKXNGJYSVHZE630237ISL8MO,B0881KGPWK
17838,A1DDN8TNLTRE5N191K4KFRANA3NGB7,B00G7SH4M6
17839,R6LROJP73ZKQJQEZ6B5FO943A9ACJG,B07KFM8BQ4
17840,OTJZ4LFQBO60TX4JGUDCCZ6ECELQ0H,B0721V5ZVL
17841,5YQ8JA38AU16782CSTO3FTICSN1NF2,B0BNK7KG3V
17842,9L7GI0LTZLZKVO044M16RA4QXC6531,B07YFX74WP
17843,QOCNN1F0OHDT9YK2S1GIDESKM79CSQ,B00XYLBKF6
17844,5A7LSKHVL2JUZTMSBASQ8LCNJCP7TR,B01IADZ1R0
17845,0DCUKKVP03UHQ5G59UDNP4MQMHYBFC,B074M5Z7NY
17846,EK7L06Z1I7F9W1ANRBYYWB2IJNN9B2,B07TXX8D7N
17847,6N5O952NYEA9NB0UNQYGJHHDKBQHID,B072FNR8MX
17848,U1VUZR7PZRVAAFKXCT0RKFU5PR9V5P,B077CXY516
17849,AMAZON0000000000000000001,B01N414X7T
17850,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01N414X7T
17851,ZEC543FYL3V9V6MDDNOAAU43KG48I5,B07N7M6FK2
17852,BNWUVEBG6331IUV03EHQA931KV75PY,B086R6MY9R
17853,AMAZON0000000000000000001,B07KM31QQV
17854,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B07KM31QQV
17855,C7ZOXW8QR9CBNEC20X0ROW37GH8HU2,B07NZ8YZ9B
17856,XMWL59AYL8H06ZHR680PN2N36BPAER,B00E25TRKI
17857,KU12FM1GBFOIK2QET8AJHSOYPS7L4K,B00UXT3GIG
17858,AMAZON0000000000000000001,B00505HV4S
17859,FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00505HV4S
17860,HIU87SL87GZBBCYR32MLZC57Q4VL5M,B01MA50AF7
17861,W1W0GYGVLICDR9XQ8SQ2SLN00MLZRZ,B07L55RVQQ
17862,4U84QPGE4W6BGO86MQUKLOOZF6WNPG,B0776Z54XJ
17863,024DMV18EKBP57UQFOEYIUJ0LKMSGH,B06XGMRFF4
17864,0Z78VL255S3TLFPRSXJK580IUIPD32,B071X938JJ
17865,7DX4FFSGQ85UTEDCJLO3HMLRWM1KM6,B002QFW3PM
17866,22OEV09Q866L2395B28JUFFCU0HLSG,B0769ZGPPN
